music_name,music_url,translate_names
妖怪之山　～ Mysterious Mountain,https://thwiki.cc/%E5%A6%96%E6%80%AA%E4%B9%8B%E5%B1%B1_%EF%BD%9E_Mysterious_Mountain,妖怪の山　～ Mysterious Mountain|妖怪之山　～ Mysterious Mountain|Youkai Mountain ~ Mysterious Mountain
妖怪宇宙旅行,https://thwiki.cc/%E5%A6%96%E6%80%AA%E5%AE%87%E5%AE%99%E6%97%85%E8%A1%8C,妖怪宇宙旅行|妖怪宇宙旅行|Youkai Space Travel
妖怪寺,https://thwiki.cc/%E5%A6%96%E6%80%AA%E5%AF%BA,妖怪寺|妖怪寺|Youkai Temple
妖怪山间无色风,https://thwiki.cc/%E5%A6%96%E6%80%AA%E5%B1%B1%E9%97%B4%E6%97%A0%E8%89%B2%E9%A3%8E,色無き風は妖怪の山に|妖怪山间无色风|The Colorless Wind on Youkai Mountain|无色之风吹拂妖怪之山
妖精冒险谭,https://thwiki.cc/%E5%A6%96%E7%B2%BE%E5%86%92%E9%99%A9%E8%B0%AD,フェアリー冒険譚|妖精冒险谭|The Fairy's Adventurous Tale
妖精大战争　～ Fairy Wars,https://thwiki.cc/%E5%A6%96%E7%B2%BE%E5%A4%A7%E6%88%98%E4%BA%89_%EF%BD%9E_Fairy_Wars,妖精大戦争　～ Fairy Wars|妖精大战争　～ Fairy Wars|Great Fairy Wars ~ Fairy Wars
妖精灿烂的样子,https://thwiki.cc/%E5%A6%96%E7%B2%BE%E7%81%BF%E7%83%82%E7%9A%84%E6%A0%B7%E5%AD%90,妖精燦々として|妖精灿烂的样子|Like the Brilliance of Fairies
妖魔夜行,https://thwiki.cc/%E5%A6%96%E9%AD%94%E5%A4%9C%E8%A1%8C,妖魔夜行|妖魔夜行|Apparitions Stalk the Night
孤独的狼人,https://thwiki.cc/%E5%AD%A4%E7%8B%AC%E7%9A%84%E7%8B%BC%E4%BA%BA,孤独なウェアウルフ|孤独的狼人|Lonesome Werewolf
宇佐大人的白旗,https://thwiki.cc/%E5%AE%87%E4%BD%90%E5%A4%A7%E4%BA%BA%E7%9A%84%E7%99%BD%E6%97%97,お宇佐さまの素い幡|宇佐大人的白旗|White Flag of Usa Shrine
宇宙巫女归还,https://thwiki.cc/%E5%AE%87%E5%AE%99%E5%B7%AB%E5%A5%B3%E5%BD%92%E8%BF%98,宇宙巫女帰還する|宇宙巫女归还|The Space Shrine Maiden Returns Home
宇宙巫女现身,https://thwiki.cc/%E5%AE%87%E5%AE%99%E5%B7%AB%E5%A5%B3%E7%8E%B0%E8%BA%AB,宇宙巫女現る|宇宙巫女现身|The Space Shrine Maiden Appears
守旧老爹与前卫少女,https://thwiki.cc/%E5%AE%88%E6%97%A7%E8%80%81%E7%88%B9%E4%B8%8E%E5%89%8D%E5%8D%AB%E5%B0%91%E5%A5%B3,時代親父とハイカラ少女|守旧老爹与前卫少女|The Traditional Old Man and the Stylish Girl|守旧老爹与明治少女|传统老爸与尖端少女
官板黄昏新闻,https://thwiki.cc/%E5%AE%98%E6%9D%BF%E9%BB%84%E6%98%8F%E6%96%B0%E9%97%BB,官板黄昏新聞|官板黄昏新闻|Officially-Sanctioned Twilight Newspaper
宵暗的魔术师,https://thwiki.cc/%E5%AE%B5%E6%9A%97%E7%9A%84%E9%AD%94%E6%9C%AF%E5%B8%88,宵闇の魔術師|宵暗的魔术师|Magician of the Twilight|黄昏的魔术师
容貌错乱　～ Horrible Night,https://thwiki.cc/%E5%AE%B9%E8%B2%8C%E9%94%99%E4%B9%B1_%EF%BD%9E_Horrible_Night,相貌の狂い　～ Horrible Night|容貌错乱　～ Horrible Night|Madness of Visages ~ Horrible Night
宿醉者的同床异梦,https://thwiki.cc/%E5%AE%BF%E9%86%89%E8%80%85%E7%9A%84%E5%90%8C%E5%BA%8A%E5%BC%82%E6%A2%A6,二日酔いの同床異夢|宿醉者的同床异梦|Hangover of Bedfellows Dreaming Differently
寄世界于偶像　～ Idoratrize World,https://thwiki.cc/%E5%AF%84%E4%B8%96%E7%95%8C%E4%BA%8E%E5%81%B6%E5%83%8F_%EF%BD%9E_Idoratrize_World,偶像に世界を委ねて　～ Idoratrize World|寄世界于偶像　～ Idoratrize World|Entrust the World to Idols ~ Idolatrize World
对跖点之钟,https://thwiki.cc/%E5%AF%B9%E8%B7%96%E7%82%B9%E4%B9%8B%E9%92%9F,対蹠地の鐘|对跖点之钟|Bell of the Antipodes
寺门前的妖怪小姑娘,https://thwiki.cc/%E5%AF%BA%E9%97%A8%E5%89%8D%E7%9A%84%E5%A6%96%E6%80%AA%E5%B0%8F%E5%A7%91%E5%A8%98,門前の妖怪小娘|寺门前的妖怪小姑娘|Youkai Girl at the Gate|门前的妖怪小姐
封闭的云中通路,https://thwiki.cc/%E5%B0%81%E9%97%AD%E7%9A%84%E4%BA%91%E4%B8%AD%E9%80%9A%E8%B7%AF,閉ざせし雲の通い路|封闭的云中通路|The Sealed Cloud Route|闭云通路
封魔终演,https://thwiki.cc/%E5%B0%81%E9%AD%94%E7%BB%88%E6%BC%94,封魔終演|封魔终演|Demon-Sealing Finale
小小欲望的星空,https://thwiki.cc/%E5%B0%8F%E5%B0%8F%E6%AC%B2%E6%9C%9B%E7%9A%84%E6%98%9F%E7%A9%BA,小さな欲望の星空|小小欲望的星空|Starry Sky of Small Desires|小型欲望星空|渺小欲望的星空
小小的贤将,https://thwiki.cc/%E5%B0%8F%E5%B0%8F%E7%9A%84%E8%B4%A4%E5%B0%86,"小さな小さな賢将|小小的贤将|A Tiny, Tiny, Clever Commander|小小的小不点大将"
小槌的魔力,https://thwiki.cc/%E5%B0%8F%E6%A7%8C%E7%9A%84%E9%AD%94%E5%8A%9B,小槌の魔力|小槌的魔力|Magical Power of the Mallet|万宝槌的魔力
少女幻葬　～ Necro-Fantasy,https://thwiki.cc/%E5%B0%91%E5%A5%B3%E5%B9%BB%E8%91%AC_%EF%BD%9E_Necro-Fantasy,少女幻葬　～ Necro-Fantasy|少女幻葬　～ Necro-Fantasy|A Maiden's Illusionary Funeral ~ Necro-Fantasy
少女战士　～ Heart of Valkyrie,https://thwiki.cc/%E5%B0%91%E5%A5%B3%E6%88%98%E5%A3%AB_%EF%BD%9E_Heart_of_Valkyrie,乙女戦士　～ Heart of Valkyrie|少女战士　～ Heart of Valkyrie|Warrior Maiden ~ Heart of Valkyrie
少女曾见的日本原风景,https://thwiki.cc/%E5%B0%91%E5%A5%B3%E6%9B%BE%E8%A7%81%E7%9A%84%E6%97%A5%E6%9C%AC%E5%8E%9F%E9%A3%8E%E6%99%AF,少女が見た日本の原風景|少女曾见的日本原风景|The Primal Scene of Japan the Girl Saw
少女神性　～ Pandora's Box,https://thwiki.cc/%E5%B0%91%E5%A5%B3%E7%A5%9E%E6%80%A7_%EF%BD%9E_Pandora%27s_Box,少女神性　～ Pandora's Box|少女神性　～ Pandora's Box|Girl's Divinity ~ Pandora's Box
少女秘封俱乐部,https://thwiki.cc/%E5%B0%91%E5%A5%B3%E7%A7%98%E5%B0%81%E4%BF%B1%E4%B9%90%E9%83%A8,少女秘封倶楽部|少女秘封俱乐部|Girls' Sealing Club
少女绮想曲　～ Capriccio,https://thwiki.cc/%E5%B0%91%E5%A5%B3%E7%BB%AE%E6%83%B3%E6%9B%B2_%EF%BD%9E_Capriccio,少女綺想曲　～ Capriccio|少女绮想曲　～ Capriccio|Maiden's Capriccio
少女觉　～ 3rd eye,https://thwiki.cc/%E5%B0%91%E5%A5%B3%E8%A7%89_%EF%BD%9E_3rd_eye,少女さとり　～ 3rd eye|少女觉　～ 3rd eye|Satori Maiden ~ 3rd eye
尘世不变的悲观主义,https://thwiki.cc/%E5%B0%98%E4%B8%96%E4%B8%8D%E5%8F%98%E7%9A%84%E6%82%B2%E8%A7%82%E4%B8%BB%E4%B9%89,塵界不変のペシミズム|尘世不变的悲观主义|This Dull World's Unchanging Pessimism
尸体旅行　～ Be of good cheer!,https://thwiki.cc/%E5%B0%B8%E4%BD%93%E6%97%85%E8%A1%8C_%EF%BD%9E_Be_of_good_cheer!,死体旅行　～ Be of good cheer!|尸体旅行　～ Be of good cheer!|Corpse Voyage ~ Be of good cheer!
山脚的神社,https://thwiki.cc/%E5%B1%B1%E8%84%9A%E7%9A%84%E7%A5%9E%E7%A4%BE,麓の神社|山脚的神社|Shrine at the Foot of the Mountain
巨大的影子与渺小的结局,https://thwiki.cc/%E5%B7%A8%E5%A4%A7%E7%9A%84%E5%BD%B1%E5%AD%90%E4%B8%8E%E6%B8%BA%E5%B0%8F%E7%9A%84%E7%BB%93%E5%B1%80,巨大な影と小さな結末|巨大的影子与渺小的结局|A Huge Shadow and a Tiny Conclusion
已经只能听见歌声了,https://thwiki.cc/%E5%B7%B2%E7%BB%8F%E5%8F%AA%E8%83%BD%E5%90%AC%E8%A7%81%E6%AD%8C%E5%A3%B0%E4%BA%86,もう歌しか聞こえない|已经只能听见歌声了|Deaf to All but the Song|只听见歌声
布加勒斯特的人偶师,https://thwiki.cc/%E5%B8%83%E5%8A%A0%E5%8B%92%E6%96%AF%E7%89%B9%E7%9A%84%E4%BA%BA%E5%81%B6%E5%B8%88,ブクレシュティの人形師|布加勒斯特的人偶师|The Doll Maker of Bucuresti
希望之星直升青霄,https://thwiki.cc/%E5%B8%8C%E6%9C%9B%E4%B9%8B%E6%98%9F%E7%9B%B4%E5%8D%87%E9%9D%92%E9%9C%84,希望の星は青霄に昇る|希望之星直升青霄|A Star of Hope Rises in the Blue Sky
平安时代的外星人,https://thwiki.cc/%E5%B9%B3%E5%AE%89%E6%97%B6%E4%BB%A3%E7%9A%84%E5%A4%96%E6%98%9F%E4%BA%BA,平安のエイリアン|平安时代的外星人|Heian Alien
幻想乡　～ Lotus Land Story,https://thwiki.cc/%E5%B9%BB%E6%83%B3%E4%B9%A1_%EF%BD%9E_Lotus_Land_Story,幻想郷　～ Lotus Land Story|幻想乡　～ Lotus Land Story|Gensokyo ~ Lotus Land Story
幻想乡不可思议发现,https://thwiki.cc/%E5%B9%BB%E6%83%B3%E4%B9%A1%E4%B8%8D%E5%8F%AF%E6%80%9D%E8%AE%AE%E5%8F%91%E7%8E%B0,幻想郷ふしぎ発見|幻想乡不可思议发现|Gensokyo Mystery Discovery
幻想乡的二岩,https://thwiki.cc/%E5%B9%BB%E6%83%B3%E4%B9%A1%E7%9A%84%E4%BA%8C%E5%B2%A9,幻想郷の二ッ岩|幻想乡的二岩|Futatsuiwa from Gensokyo
幻想净琉璃,https://thwiki.cc/%E5%B9%BB%E6%83%B3%E5%87%80%E7%90%89%E7%92%83,幻想浄瑠璃|幻想净琉璃|Illusionary Joururi
幻想地下大轨道网,https://thwiki.cc/%E5%B9%BB%E6%83%B3%E5%9C%B0%E4%B8%8B%E5%A4%A7%E8%BD%A8%E9%81%93%E7%BD%91,幻想の地下大線路網|幻想地下大轨道网|The Great Fantastic Underground Railway Network
幻想帝都,https://thwiki.cc/%E5%B9%BB%E6%83%B3%E5%B8%9D%E9%83%BD,幻想帝都|幻想帝都|Fantastic Imperial Capital
幻想的居民,https://thwiki.cc/%E5%B9%BB%E6%83%B3%E7%9A%84%E5%B1%85%E6%B0%91,幻想の住人|幻想的居民|Those Who Live in Illusions
幻想的永远祭,https://thwiki.cc/%E5%B9%BB%E6%83%B3%E7%9A%84%E6%B0%B8%E8%BF%9C%E7%A5%AD,幻想の永遠祭|幻想的永远祭|Eternal Festival of Illusions
幻想的白色旅人,https://thwiki.cc/%E5%B9%BB%E6%83%B3%E7%9A%84%E7%99%BD%E8%89%B2%E6%97%85%E4%BA%BA,幻想のホワイトトラベラー|幻想的白色旅人|Illusionary White Traveler
幻想科学　～ Doll's Phantom,https://thwiki.cc/%E5%B9%BB%E6%83%B3%E7%A7%91%E5%AD%A6_%EF%BD%9E_Doll%27s_Phantom,幻想科学　～ Doll's Phantom|幻想科学　～ Doll's Phantom|Fantasy Science ~ Doll's Phantom
幻梦界,https://thwiki.cc/%E5%B9%BB%E6%A2%A6%E7%95%8C,幻夢界|幻梦界|World of Fantasies
幻视之夜　～ Ghostly Eyes,https://thwiki.cc/%E5%B9%BB%E8%A7%86%E4%B9%8B%E5%A4%9C_%EF%BD%9E_Ghostly_Eyes,幻視の夜　～ Ghostly Eyes|幻视之夜　～ Ghostly Eyes|Illusionary Night ~ Ghostly Eyes
幼小的有顶天,https://thwiki.cc/%E5%B9%BC%E5%B0%8F%E7%9A%84%E6%9C%89%E9%A1%B6%E5%A4%A9,幼心地の有頂天|幼小的有顶天|Bhavaagra As Seen Through a Child's Mind|幼心地的有顶天
幽境,https://thwiki.cc/%E5%B9%BD%E5%A2%83,幽境|幽境|Solitary Place
幽梦　～ Inanimate Dream,https://thwiki.cc/%E5%B9%BD%E6%A2%A6_%EF%BD%9E_Inanimate_Dream,幽夢　～ Inanimate Dream|幽梦　～ Inanimate Dream|Faint Dream ~ Inanimate Dream
幽灵乐团　～ Phantom Ensemble,https://thwiki.cc/%E5%B9%BD%E7%81%B5%E4%B9%90%E5%9B%A2_%EF%BD%9E_Phantom_Ensemble,幽霊楽団　～ Phantom Ensemble|幽灵乐团　～ Phantom Ensemble|Phantom Band ~ Phantom Ensemble
幽灵客船的穿越时空之旅,https://thwiki.cc/%E5%B9%BD%E7%81%B5%E5%AE%A2%E8%88%B9%E7%9A%84%E7%A9%BF%E8%B6%8A%E6%97%B6%E7%A9%BA%E4%B9%8B%E6%97%85,幽霊客船の時空を越えた旅|幽灵客船的穿越时空之旅|Interdimensional Voyage of a Ghostly Passenger Ship|幽灵客船的时空穿越之旅
幽雅地绽放吧，墨染的樱花　～ Border of Life,https://thwiki.cc/%E5%B9%BD%E9%9B%85%E5%9C%B0%E7%BB%BD%E6%94%BE%E5%90%A7%EF%BC%8C%E5%A2%A8%E6%9F%93%E7%9A%84%E6%A8%B1%E8%8A%B1_%EF%BD%9E_Border_of_Life,"幽雅に咲かせ、墨染の桜　～ Border of Life|幽雅地绽放吧，墨染的樱花　～ Border of Life|Bloom Nobly, Ink-Black Cherry Blossom ~ Border of Life|幽雅地绽放吧，墨染之樱 ～ Border of Life"
广有射怪鸟事　～ Till When?,https://thwiki.cc/%E5%B9%BF%E6%9C%89%E5%B0%84%E6%80%AA%E9%B8%9F%E4%BA%8B_%EF%BD%9E_Till_When%3F,広有射怪鳥事　～ Till When?|广有射怪鸟事　～ Till When?|Hiroari Shoots a Strange Bird ~ Till When?
广重36号　～ Neo Super-Express,https://thwiki.cc/%E5%B9%BF%E9%87%8D36%E5%8F%B7_%EF%BD%9E_Neo_Super-Express,ヒロシゲ36号　～ Neo Super-Express|广重36号　～ Neo Super-Express|Hiroshige No.36 ~ Neo Super-Express
废狱摇篮曲,https://thwiki.cc/%E5%BA%9F%E7%8B%B1%E6%91%87%E7%AF%AE%E6%9B%B2,廃獄ララバイ|废狱摇篮曲|Lullaby of Deserted Hell
开演在即,https://thwiki.cc/%E5%BC%80%E6%BC%94%E5%9C%A8%E5%8D%B3,開演間近|开演在即|The Curtain Shall Rise Soon|开演间近
异变的种子,https://thwiki.cc/%E5%BC%82%E5%8F%98%E7%9A%84%E7%A7%8D%E5%AD%90,異変の種子|异变的种子|Seeds of the Incident
异心同体,https://thwiki.cc/%E5%BC%82%E5%BF%83%E5%90%8C%E4%BD%93,異心同体|异心同体|Two Minds of One Body
彼岸归航　～ Riverside View,https://thwiki.cc/%E5%BD%BC%E5%B2%B8%E5%BD%92%E8%88%AA_%EF%BD%9E_Riverside_View,彼岸帰航　～ Riverside View|彼岸归航　～ Riverside View|Higan Retour ~ Riverside View
往来于运河的人与妖,https://thwiki.cc/%E5%BE%80%E6%9D%A5%E4%BA%8E%E8%BF%90%E6%B2%B3%E7%9A%84%E4%BA%BA%E4%B8%8E%E5%A6%96,運河を行き交う人妖|往来于运河的人与妖|Humans and Youkai Traversing the Canal|往来运河的人与妖
徜徉于樱色之海,https://thwiki.cc/%E5%BE%9C%E5%BE%89%E4%BA%8E%E6%A8%B1%E8%89%B2%E4%B9%8B%E6%B5%B7,桜色の海を泳いで|徜徉于樱色之海|Swim in a Cherry Blossom-Colored Sea|泳于樱色之海
御伽之国的鬼岛　～ Missing Power,https://thwiki.cc/%E5%BE%A1%E4%BC%BD%E4%B9%8B%E5%9B%BD%E7%9A%84%E9%AC%BC%E5%B2%9B_%EF%BD%9E_Missing_Power,御伽の国の鬼が島　～ Missing Power|御伽之国的鬼岛　～ Missing Power|Onigashima in the Fairyland ~ Missing Power
御柱的墓场　～ Grave of Being,https://thwiki.cc/%E5%BE%A1%E6%9F%B1%E7%9A%84%E5%A2%93%E5%9C%BA_%EF%BD%9E_Grave_of_Being,御柱の墓場　～ Grave of Being|御柱的墓场　～ Grave of Being|Cemetery of Onbashira ~ Grave of Being
心绮楼囃子,https://thwiki.cc/%E5%BF%83%E7%BB%AE%E6%A5%BC%E5%9B%83%E5%AD%90,心綺楼囃子|心绮楼囃子|Shinkirou Orchestra
忘不了，那曾依藉的绿意,https://thwiki.cc/%E5%BF%98%E4%B8%8D%E4%BA%86%EF%BC%8C%E9%82%A3%E6%9B%BE%E4%BE%9D%E8%97%89%E7%9A%84%E7%BB%BF%E6%84%8F,"忘れがたき、よすがの緑|忘不了，那曾依藉的绿意|Unforgettable, the Nostalgic Greenery"
怪绮谈　～ Mystic Square,https://thwiki.cc/%E6%80%AA%E7%BB%AE%E8%B0%88_%EF%BD%9E_Mystic_Square,怪綺談　～ Mystic Square|怪绮谈　～ Mystic Square|Bizarre Romantic Story ~ Mystic Square
恋色Magic,https://thwiki.cc/%E6%81%8B%E8%89%B2Magic,恋色マジック|恋色Magic|Love-Colored Magic
恒常不变的参庙祀,https://thwiki.cc/%E6%81%92%E5%B8%B8%E4%B8%8D%E5%8F%98%E7%9A%84%E5%8F%82%E5%BA%99%E7%A5%80,恒常不変の参廟祀|恒常不变的参庙祀|Constant and Unchanging Temple of Worship
悠久山上鬼,https://thwiki.cc/%E6%82%A0%E4%B9%85%E5%B1%B1%E4%B8%8A%E9%AC%BC,鬼は悠久の山に|悠久山上鬼|The Oni Go to the Perpetual Mountain
悠久的蒸汽机关,https://thwiki.cc/%E6%82%A0%E4%B9%85%E7%9A%84%E8%92%B8%E6%B1%BD%E6%9C%BA%E5%85%B3,悠久の蒸気機関|悠久的蒸汽机关|The Eternal Steam Engine
意气洋洋,https://thwiki.cc/%E6%84%8F%E6%B0%94%E6%B4%8B%E6%B4%8B,意気揚々|意气洋洋|In High Spirits
感情的摩天楼　～ Cosmic Mind,https://thwiki.cc/%E6%84%9F%E6%83%85%E7%9A%84%E6%91%A9%E5%A4%A9%E6%A5%BC_%EF%BD%9E_Cosmic_Mind,感情の摩天楼　～ Cosmic Mind|感情的摩天楼　～ Cosmic Mind|Emotional Skyscraper ~ Cosmic Mind|感情的摩天大楼　～ Cosmic Mind
成对的神兽,https://thwiki.cc/%E6%88%90%E5%AF%B9%E7%9A%84%E7%A5%9E%E5%85%BD,一対の神獣|成对的神兽|A Pair of Divine Beasts|一对的神兽
我们的非想天则,https://thwiki.cc/%E6%88%91%E4%BB%AC%E7%9A%84%E9%9D%9E%E6%83%B3%E5%A4%A9%E5%88%99,ぼくらの非想天則|我们的非想天则|Our Hisoutensoku
战斗前会话,https://thwiki.cc/%E6%88%98%E6%96%97%E5%89%8D%E4%BC%9A%E8%AF%9D,戦闘前会話|战斗前会话|Pre-Battle Conversation Theme
战车娘所做的梦,https://thwiki.cc/%E6%88%98%E8%BD%A6%E5%A8%98%E6%89%80%E5%81%9A%E7%9A%84%E6%A2%A6,戦車むすめのみるゆめ|战车娘所做的梦|The Tank Girl's Dream
战迅,https://thwiki.cc/%E6%88%98%E8%BF%85,戦迅|战迅|Swift Battle
所爱所怜的凡尘居所,https://thwiki.cc/%E6%89%80%E7%88%B1%E6%89%80%E6%80%9C%E7%9A%84%E5%87%A1%E5%B0%98%E5%B1%85%E6%89%80,愛おしき塵の住処|所爱所怜的凡尘居所|Beloved Dwelling of Dust
所爱所怜的日常,https://thwiki.cc/%E6%89%80%E7%88%B1%E6%89%80%E6%80%9C%E7%9A%84%E6%97%A5%E5%B8%B8,愛おしき日常|所爱所怜的日常|Beloved Daily Life
拿起弹幕吧，弹幕狂们,https://thwiki.cc/%E6%8B%BF%E8%B5%B7%E5%BC%B9%E5%B9%95%E5%90%A7%EF%BC%8C%E5%BC%B9%E5%B9%95%E7%8B%82%E4%BB%AC,"弾幕を持て、バレットフィリア達よ|拿起弹幕吧，弹幕狂们|Take Thy Danmaku In Hand, O Bulletphiles"
收藏家的忧郁午后,https://thwiki.cc/%E6%94%B6%E8%97%8F%E5%AE%B6%E7%9A%84%E5%BF%A7%E9%83%81%E5%8D%88%E5%90%8E,コレクターの憂鬱な午後|收藏家的忧郁午后|The Collector's Melancholy Afternoon
收集日本各地的不可思议,https://thwiki.cc/%E6%94%B6%E9%9B%86%E6%97%A5%E6%9C%AC%E5%90%84%E5%9C%B0%E7%9A%84%E4%B8%8D%E5%8F%AF%E6%80%9D%E8%AE%AE,日本中の不思議を集めて|收集日本各地的不可思议|Gathering the Mysterious from All Around Japan
放纵不羁,https://thwiki.cc/%E6%94%BE%E7%BA%B5%E4%B8%8D%E7%BE%81,放縦不羈|放纵不羁|Free and Easy
故乡之星倒映之海,https://thwiki.cc/%E6%95%85%E4%B9%A1%E4%B9%8B%E6%98%9F%E5%80%92%E6%98%A0%E4%B9%8B%E6%B5%B7,故郷の星が映る海|故乡之星倒映之海|The Sea that Reflects One's Home Planet
散发着香气的树叶花,https://thwiki.cc/%E6%95%A3%E5%8F%91%E7%9D%80%E9%A6%99%E6%B0%94%E7%9A%84%E6%A0%91%E5%8F%B6%E8%8A%B1,香る樹葉花|散发着香气的树叶花|Fragrant Plants
文化规划都市 灵长新益京,https://thwiki.cc/%E6%96%87%E5%8C%96%E8%A7%84%E5%88%92%E9%83%BD%E5%B8%82_%E7%81%B5%E9%95%BF%E6%96%B0%E7%9B%8A%E4%BA%AC,文化計画都市　霊長新益京|文化规划都市 灵长新益京
斯普特尼克幻夜,https://thwiki.cc/%E6%96%AF%E6%99%AE%E7%89%B9%E5%B0%BC%E5%85%8B%E5%B9%BB%E5%A4%9C,スプートニク幻夜|斯普特尼克幻夜|Illusionary Sputnik Night
新幻想　～ New Fantasy,https://thwiki.cc/%E6%96%B0%E5%B9%BB%E6%83%B3_%EF%BD%9E_New_Fantasy,新幻想　～ New Fantasy|新幻想　～ New Fantasy|New Illusion ~ New Fantasy
无人气的场所,https://thwiki.cc/%E6%97%A0%E4%BA%BA%E6%B0%94%E7%9A%84%E5%9C%BA%E6%89%80,人気のない場所|无人气的场所|An Unpopular Location
无何有之乡　～ Deep Mountain,https://thwiki.cc/%E6%97%A0%E4%BD%95%E6%9C%89%E4%B9%8B%E4%B9%A1_%EF%BD%9E_Deep_Mountain,無何有の郷　～ Deep Mountain|无何有之乡　～ Deep Mountain|Paradise ~ Deep Mountain|似有似无之乡　～ Deep Mountain
无间之钟　～ Infinite Nightmare,https://thwiki.cc/%E6%97%A0%E9%97%B4%E4%B9%8B%E9%92%9F_%EF%BD%9E_Infinite_Nightmare,無間の鐘　～ Infinite Nightmare|无间之钟　～ Infinite Nightmare|Bell of Avici ~ Infinite Nightmare
日出七夕坂,https://thwiki.cc/%E6%97%A5%E5%87%BA%E4%B8%83%E5%A4%95%E5%9D%82,七夕坂に朝が来る|日出七夕坂|Dawn Breaks on Tanabatazaka
日常坐卧,https://thwiki.cc/%E6%97%A5%E5%B8%B8%E5%9D%90%E5%8D%A7,日常坐臥|日常坐卧|Usual Days
日日是红日 ～ Folksy Touhou days.,https://thwiki.cc/%E6%97%A5%E6%97%A5%E6%98%AF%E7%BA%A2%E6%97%A5_%EF%BD%9E_Folksy_Touhou_days.,日々是紅日　～ Folksy Touhou days.|日日是红日 ～ Folksy Touhou days.|Every Day a Red Day ～ Folksy Touhou days.
日渐荒废的工业遗址,https://thwiki.cc/%E6%97%A5%E6%B8%90%E8%8D%92%E5%BA%9F%E7%9A%84%E5%B7%A5%E4%B8%9A%E9%81%97%E5%9D%80,廃れゆく産業遺構|日渐荒废的工业遗址|The Obsolescent Industrial Remains
旧世界的冒险酒馆,https://thwiki.cc/%E6%97%A7%E4%B8%96%E7%95%8C%E7%9A%84%E5%86%92%E9%99%A9%E9%85%92%E9%A6%86,旧世界の冒険酒場|旧世界的冒险酒馆|Adventurer's Tavern of the Old World|旧世界的冒险酒吧
早已习惯最终孑然一身　～ Stone Goddess,https://thwiki.cc/%E6%97%A9%E5%B7%B2%E4%B9%A0%E6%83%AF%E6%9C%80%E7%BB%88%E5%AD%91%E7%84%B6%E4%B8%80%E8%BA%AB_%EF%BD%9E_Stone_Goddess,最後の一人は慣れてるから　～ Stone Goddess|早已习惯最终孑然一身　～ Stone Goddess|Because I'm Used to Being the Last One Left ~ Stone Goddess
时之风,https://thwiki.cc/%E6%97%B6%E4%B9%8B%E9%A3%8E,時の風|时之风|Winds of Time
时代风潮的造访,https://thwiki.cc/%E6%97%B6%E4%BB%A3%E9%A3%8E%E6%BD%AE%E7%9A%84%E9%80%A0%E8%AE%BF,時代の風の訪れ|时代风潮的造访|Arrival of the Winds of the Era
时刻旺盛的好奇心,https://thwiki.cc/%E6%97%B6%E5%88%BB%E6%97%BA%E7%9B%9B%E7%9A%84%E5%A5%BD%E5%A5%87%E5%BF%83,年中夢中の好奇心|时刻旺盛的好奇心|Year-Round Absorbed Curiosity|全年无休的好奇心|全年热衷的好奇心
明日之盛，昨日之俗,https://thwiki.cc/%E6%98%8E%E6%97%A5%E4%B9%8B%E7%9B%9B%EF%BC%8C%E6%98%A8%E6%97%A5%E4%B9%8B%E4%BF%97,"明日ハレの日、ケの昨日|明日之盛，昨日之俗|Tomorrow Will Be Special, Yesterday Was Not|放晴的明日、平凡的昨日|明天的节日，是昨天的日常|每一天都是快乐的日子"
明治十七年的上海爱丽丝,https://thwiki.cc/%E6%98%8E%E6%B2%BB%E5%8D%81%E4%B8%83%E5%B9%B4%E7%9A%84%E4%B8%8A%E6%B5%B7%E7%88%B1%E4%B8%BD%E4%B8%9D,明治十七年の上海アリス|明治十七年的上海爱丽丝|Shanghai Alice of Meiji 17
昏暗的风穴,https://thwiki.cc/%E6%98%8F%E6%9A%97%E7%9A%84%E9%A3%8E%E7%A9%B4,暗闇の風穴|昏暗的风穴|The Dark Blowhole
星之器　～ Casket of Star,https://thwiki.cc/%E6%98%9F%E4%B9%8B%E5%99%A8_%EF%BD%9E_Casket_of_Star,星の器　～ Casket of Star|星之器　～ Casket of Star|Vessel of Stars ~ Casket of Star
星幽剑士,https://thwiki.cc/%E6%98%9F%E5%B9%BD%E5%89%91%E5%A3%AB,星幽剣士|星幽剑士|Swordsman of a Distant Star
星条旗的小丑,https://thwiki.cc/%E6%98%9F%E6%9D%A1%E6%97%97%E7%9A%84%E5%B0%8F%E4%B8%91,星条旗のピエロ|星条旗的小丑|Pierrot of the Star-Spangled Banner
映花之塚,https://thwiki.cc/%E6%98%A0%E8%8A%B1%E4%B9%8B%E5%A1%9A,花の映る塚|映花之塚|The Mound Where the Flowers Reflect
春之冰精,https://thwiki.cc/%E6%98%A5%E4%B9%8B%E5%86%B0%E7%B2%BE,春の氷精|春之冰精|An Ice Fairy in Spring
春之冰精　- 静 -,https://thwiki.cc/%E6%98%A5%E4%B9%8B%E5%86%B0%E7%B2%BE_-_%E9%9D%99_-,春の氷精　- 静 -|春之冰精　- 静 -|An Ice Fairy in Spring - Still -
春之港湾,https://thwiki.cc/%E6%98%A5%E4%B9%8B%E6%B8%AF%E6%B9%BE,春の湊に|春之港湾|At the Harbor of Spring|春天的港湾边，春之泊处|春之岸边，在春天的尽头
